Age,Education,Race,Sex,Hours Per Week,Salary
43, HS-grad, Asian-Pac-Islander, Male,99, <=50K
43, Prof-school, White, Male,60, >50K
31, Some-college, White, Male,40, >50K
27, Bachelors, White, Male,40, <=50K
46, Some-college, White, Female,40, <=50K
54, HS-grad, White, Male,44, <=50K
37, Some-college, Black, Male,40, >50K
53, Some-college, White, Male,40, >50K
26, Some-college, Asian-Pac-Islander, Male,20, <=50K
59, Prof-school, White, Male,55, >50K
36, Some-college, Black, Male,40, <=50K
32, HS-grad, White, Male,40, >50K
53, Masters, White, Male,40, >50K
26, HS-grad, Black, Female,40, <=50K
35, HS-grad, White, Female,40, >50K
48, HS-grad, Asian-Pac-Islander, Female,40, <=50K
30, Some-college, Black, Male,40, <=50K
38, 12th, White, Male,40, >50K
58, HS-grad, White, Female,10, >50K
44, HS-grad, Other, Male,32, <=50K
30, Assoc-voc, White, Female,40, <=50K
68, HS-grad, White, Male,10, <=50K
26, Bachelors, Black, Female,40, <=50K
26, Bachelors, White, Female,40, <=50K
41, 1st-4th, White, Male,40, <=50K
43, Bachelors, Asian-Pac-Islander, Male,40, >50K
48, Bachelors, White, Male,47, <=50K
55, HS-grad, White, Female,37, <=50K
50, Some-college, Asian-Pac-Islander, Female,40, <=50K
41, 11th, White, Male,50, >50K
52, HS-grad, White, Male,36, <=50K
24, HS-grad, White, Female,40, <=50K
31, HS-grad, White, Male,40, >50K
54, Assoc-voc, White, Male,38, >50K
31, Masters, White, Female,25, <=50K
31, Bachelors, White, Male,50, >50K
47, HS-grad, White, Male,40, >50K
40, Assoc-voc, White, Male,40, >50K
46, Some-college, White, Female,48, <=50K
45, HS-grad, White, Female,40, <=50K
39, 10th, White, Female,25, <=50K
34, Some-college, White, Female,18, <=50K
48, Some-college, White, Male,60, >50K
19, Some-college, White, Female,20, <=50K
56, Some-college, White, Female,40, <=50K
47, HS-grad, Other, Female,40, <=50K
35, Some-college, White, Female,40, >50K
25, Some-college, White, Male,40, <=50K
43, Bachelors, White, Female,40, <=50K
59, Bachelors, White, Male,37, >50K
66, 7th-8th, White, Male,10, <=50K
63, 7th-8th, White, Male,60, >50K
32, Some-college, White, Female,37, <=50K
58, Bachelors, White, Female,40, <=50K
43, Assoc-voc, White, Male,50, >50K
27, HS-grad, White, Female,52, <=50K
21, 12th, White, Male,32, <=50K
44, Some-college, White, Male,60, >50K
40, HS-grad, White, Male,60, <=50K
65, HS-grad, White, Female,40, <=50K
50, Some-college, White, Male,45, >50K
18, HS-grad, White, Male,20, <=50K
51, Masters, White, Male,40, >50K
44, Some-college, Black, Female,40, <=50K
20, Some-college, White, Female,13, <=50K
29, Assoc-voc, White, Male,40, <=50K
50, Assoc-voc, White, Male,50, >50K
50, HS-grad, White, Male,40, >50K
43, 10th, White, Male,40, <=50K
23, Bachelors, White, Female,40, <=50K
41, HS-grad, White, Male,40, <=50K
30, Some-college, White, Female,30, <=50K
58, Bachelors, White, Male,25, <=50K
50, Assoc-voc, White, Male,40, <=50K
37, Bachelors, White, Male,65, >50K
21, HS-grad, White, Male,24, <=50K
33, HS-grad, White, Female,20, <=50K
52, Some-college, White, Female,45, <=50K
47, HS-grad, White, Male,40, <=50K
45, Bachelors, White, Male,45, >50K
34, Some-college, White, Male,40, >50K
39, Some-college, White, Male,40, >50K
31, Some-college, White, Female,15, <=50K
19, Some-college, White, Male,40, <=50K
45, Some-college, White, Female,45, <=50K
45, Assoc-voc, White, Male,3, <=50K
34, HS-grad, White, Male,30, <=50K
27, 11th, Asian-Pac-Islander, Male,35, <=50K
37, HS-grad, White, Female,40, <=50K
20, HS-grad, Black, Female,20, <=50K
32, Bachelors, White, Male,48, >50K
24, 1st-4th, White, Male,55, <=50K
39, HS-grad, White, Male,40, <=50K
18, Some-college, White, Female,30, <=50K
62, Some-college, White, Male,80, <=50K
24, Bachelors, White, Female,40, <=50K
37, HS-grad, White, Male,45, <=50K
46, Bachelors, White, Female,25, <=50K
44, HS-grad, White, Male,40, <=50K
53, HS-grad, White, Male,48, >50K
25, Bachelors, White, Male,35, <=50K
44, Prof-school, White, Male,45, <=50K
24, Bachelors, White, Male,50, <=50K
61, HS-grad, White, Male,20, <=50K
45, Masters, White, Female,40, <=50K
33, Some-college, White, Male,48, <=50K
48, Bachelors, White, Male,45, >50K
26, HS-grad, Amer-Indian-Eskimo, Male,30, <=50K
40, HS-grad, Black, Female,32, <=50K
68, Bachelors, White, Male,40, >50K
24, HS-grad, White, Female,40, <=50K
25, Bachelors, White, Male,60, <=50K
31, Bachelors, White, Female,50, <=50K
55, Some-college, White, Female,38, <=50K
46, Assoc-acdm, White, Female,38, <=50K
58, Bachelors, White, Male,38, <=50K
56, HS-grad, White, Female,40, <=50K
45, Bachelors, White, Male,55, >50K
24, Bachelors, White, Male,40, >50K
35, HS-grad, Asian-Pac-Islander, Male,56, <=50K
51, HS-grad, White, Male,40, >50K
47, Prof-school, White, Male,55, >50K
17, 11th, White, Female,10, <=50K
21, 10th, Black, Female,40, <=50K
45, Bachelors, White, Female,40, >50K
42, HS-grad, White, Male,50, >50K
56, 12th, Black, Female,40, <=50K
39, HS-grad, White, Male,40, <=50K
31, 7th-8th, Other, Female,40, <=50K
20, Some-college, White, Male,40, <=50K
65, 5th-6th, White, Male,21, <=50K
44, Some-college, White, Male,45, <=50K
33, HS-grad, White, Male,40, <=50K
25, Bachelors, White, Male,45, >50K
38, HS-grad, White, Male,50, <=50K
31, 10th, White, Male,40, <=50K
33, Bachelors, White, Male,20, <=50K
49, HS-grad, White, Female,40, <=50K
28, HS-grad, White, Female,40, <=50K
29, HS-grad, White, Male,40, <=50K
23, Assoc-voc, White, Male,20, <=50K
37, Bachelors, White, Male,5, >50K
52, Some-college, White, Male,37, >50K
27, HS-grad, White, Male,40, <=50K
47, Some-college, White, Male,55, >50K
21, HS-grad, White, Female,40, <=50K
41, Bachelors, Asian-Pac-Islander, Female,40, >50K
61, Some-college, White, Male,40, >50K
32, Bachelors, Asian-Pac-Islander, Male,40, >50K
21, Some-college, White, Male,40, <=50K
63, 12th, White, Male,40, >50K
34, Some-college, White, Male,42, <=50K
21, Assoc-acdm, White, Male,10, <=50K
44, HS-grad, White, Female,33, <=50K
26, Bachelors, Asian-Pac-Islander, Male,35, <=50K
36, Masters, White, Male,50, >50K
39, Bachelors, White, Male,40, >50K
52, HS-grad, Asian-Pac-Islander, Male,8, <=50K
44, Bachelors, White, Male,40, <=50K
42, HS-grad, White, Female,40, <=50K
60, HS-grad, White, Male,50, >50K
31, Bachelors, White, Male,40, <=50K
30, Some-college, Black, Male,40, <=50K
23, Some-college, White, Female,25, <=50K
81, 1st-4th, White, Female,20, <=50K
39, Bachelors, Asian-Pac-Islander, Male,40, <=50K
38, 10th, Asian-Pac-Islander, Female,40, <=50K
21, Some-college, White, Female,38, <=50K
28, HS-grad, White, Male,40, <=50K
34, Bachelors, White, Female,40, <=50K
47, HS-grad, White, Female,40, <=50K
36, HS-grad, White, Male,50, <=50K
27, HS-grad, White, Male,99, <=50K
56, Bachelors, White, Female,52, <=50K
57, HS-grad, White, Female,30, <=50K
42, Some-college, White, Female,38, <=50K
43, HS-grad, White, Male,35, <=50K
48, HS-grad, White, Female,32, <=50K
53, HS-grad, White, Female,40, <=50K
58, HS-grad, White, Female,24, <=50K
19, 12th, White, Male,40, <=50K
37, HS-grad, White, Male,46, >50K
41, Some-college, White, Female,15, <=50K
31, 7th-8th, White, Female,40, <=50K
31, Bachelors, White, Male,35, <=50K
53, HS-grad, White, Male,40, <=50K
19, Some-college, White, Male,25, <=50K
56, Doctorate, White, Male,50, >50K
55, Some-college, White, Female,40, >50K
51, 5th-6th, White, Female,40, <=50K
62, Some-college, White, Female,40, <=50K
43, Some-college, White, Male,50, >50K
45, 7th-8th, Amer-Indian-Eskimo, Male,48, <=50K
28, HS-grad, White, Male,45, <=50K
46, HS-grad, White, Male,40, >50K
62, Bachelors, White, Male,40, <=50K
57, HS-grad, White, Female,30, <=50K
60, Bachelors, White, Female,45, >50K
23, Some-college, White, Male,40, <=50K
47, Some-college, White, Male,60, >50K
21, Some-college, White, Female,8, <=50K
51, HS-grad, White, Male,48, <=50K
61, HS-grad, White, Male,40, <=50K
52, Bachelors, White, Female,30, >50K
76, Bachelors, White, Male,40, <=50K
24, Some-college, White, Male,39, <=50K
31, Bachelors, White, Male,55, <=50K
43, Bachelors, White, Male,50, >50K
58, Some-college, Amer-Indian-Eskimo, Female,40, <=50K
18, Some-college, White, Female,24, <=50K
19, 12th, White, Female,25, <=50K
44, Some-college, White, Female,45, <=50K
41, Some-college, White, Male,7, <=50K
21, Some-college, Asian-Pac-Islander, Male,20, <=50K
40, HS-grad, Black, Male,35, <=50K
25, Some-college, White, Male,30, <=50K
62, Doctorate, White, Female,40, <=50K
42, HS-grad, White, Male,40, <=50K
35, Assoc-voc, White, Male,40, <=50K
19, HS-grad, White, Female,12, <=50K
60, HS-grad, White, Female,40, <=50K
20, HS-grad, Other, Male,40, <=50K
23, Assoc-acdm, White, Male,25, <=50K
18, HS-grad, White, Female,40, <=50K
40, Some-college, White, Male,45, >50K
19, Some-college, White, Female,15, <=50K
51, HS-grad, White, Female,40, <=50K
41, Bachelors, White, Male,50, <=50K
18, 10th, White, Female,20, <=50K
41, Some-college, Black, Female,40, <=50K
27, Some-college, White, Female,40, <=50K
71, 1st-4th, White, Female,28, <=50K
25, 12th, White, Male,40, <=50K
73, HS-grad, White, Female,20, <=50K
45, Some-college, White, Male,40, <=50K
25, Some-college, White, Male,40, >50K
50, HS-grad, White, Female,16, <=50K
44, HS-grad, White, Male,40, <=50K
44, Assoc-voc, White, Female,40, <=50K
49, HS-grad, White, Male,45, >50K
44, Some-college, White, Male,45, >50K
42, HS-grad, White, Female,40, <=50K
20, HS-grad, White, Female,45, <=50K
66, HS-grad, White, Female,18, <=50K
19, Some-college, White, Male,15, <=50K
60, Some-college, White, Male,55, <=50K
46, Assoc-voc, White, Male,40, <=50K
42, Assoc-voc, White, Male,35, <=50K
59, Some-college, White, Female,52, <=50K
58, Assoc-acdm, White, Male,60, >50K
47, HS-grad, White, Female,40, <=50K
58, Some-college, White, Male,36, <=50K
69, Bachelors, White, Male,40, >50K
17, 10th, White, Female,40, <=50K
19, 11th, White, Male,24, <=50K
28, Some-college, White, Male,70, <=50K
37, HS-grad, Amer-Indian-Eskimo, Female,40, <=50K
30, HS-grad, White, Male,50, <=50K
36, Some-college, White, Male,40, <=50K
45, 11th, White, Male,76, >50K
59, 7th-8th, White, Female,99, <=50K
45, Some-college, White, Male,40, <=50K
53, Doctorate, White, Female,40, >50K
37, HS-grad, White, Female,40, <=50K
26, Some-college, White, Female,40, <=50K
53, 9th, White, Male,40, <=50K
44, HS-grad, White, Female,15, <=50K
27, Bachelors, White, Male,40, <=50K
22, Some-college, White, Male,40, <=50K
41, HS-grad, White, Male,40, <=50K
53, HS-grad, White, Male,40, <=50K
58, HS-grad, White, Male,40, <=50K
34, 12th, Black, Female,53, <=50K
32, Bachelors, White, Male,60, >50K
32, Some-college, White, Male,38, <=50K
47, Masters, White, Female,40, >50K
27, HS-grad, White, Male,40, <=50K
25, Some-college, White, Male,40, <=50K
40, 10th, Black, Female,40, <=50K
36, Some-college, White, Male,92, <=50K
23, HS-grad, White, Male,40, <=50K
44, 9th, Black, Male,40, <=50K
19, HS-grad, White, Male,60, <=50K
42, Bachelors, White, Male,40, <=50K
60, Some-college, White, Male,15, <=50K
41, HS-grad, White, Male,45, >50K
45, HS-grad, Asian-Pac-Islander, Female,40, <=50K
67, 5th-6th, White, Male,49, <=50K
36, Bachelors, Black, Male,48, <=50K
52, Masters, Asian-Pac-Islander, Female,40, <=50K
28, Doctorate, White, Male,18, <=50K
83, HS-grad, White, Male,20, <=50K
17, 11th, White, Male,20, <=50K
27, Assoc-voc, White, Male,40, <=50K
35, Assoc-voc, White, Male,60, <=50K
40, Some-college, White, Female,40, <=50K
23, Assoc-acdm, White, Female,25, <=50K
51, 11th, Black, Male,40, <=50K
51, 1st-4th, White, Male,54, <=50K
82, 10th, White, Male,20, <=50K
28, HS-grad, White, Female,45, <=50K
53, HS-grad, White, Male,50, >50K
29, Bachelors, White, Female,35, <=50K
19, HS-grad, White, Male,45, <=50K
30, Bachelors, White, Female,50, <=50K
23, 7th-8th, Black, Female,40, <=50K
66, Bachelors, White, Male,15, >50K
27, 11th, White, Male,40, <=50K
35, HS-grad, Black, Male,40, <=50K
17, 12th, White, Male,15, <=50K
27, HS-grad, White, Male,40, <=50K
27, Prof-school, White, Male,50, <=50K
44, Bachelors, Black, Female,40, >50K
64, HS-grad, White, Male,16, <=50K
62, HS-grad, White, Female,15, <=50K
26, Some-college, White, Male,40, <=50K
40, HS-grad, White, Male,40, <=50K
40, Doctorate, White, Male,40, >50K
35, HS-grad, White, Female,40, <=50K
25, Bachelors, Asian-Pac-Islander, Male,40, <=50K
52, Some-college, White, Female,24, <=50K
46, Some-college, White, Female,40, >50K
30, HS-grad, Amer-Indian-Eskimo, Male,40, <=50K
52, Some-college, White, Male,40, >50K
28, HS-grad, Other, Male,40, <=50K
17, 10th, White, Female,25, <=50K
46, Some-college, Black, Female,40, <=50K
45, Bachelors, White, Male,40, >50K
21, Some-college, White, Female,32, <=50K
18, HS-grad, White, Female,40, <=50K
17, 11th, White, Male,15, <=50K
90, Some-college, Black, Female,37, <=50K
23, Some-college, White, Male,40, <=50K
41, Bachelors, White, Male,40, >50K
19, Some-college, White, Male,50, <=50K
69, HS-grad, White, Male,40, <=50K
23, Assoc-acdm, White, Female,32, <=50K
28, Some-college, White, Male,54, <=50K
37, Assoc-acdm, White, Male,45, >50K
57, HS-grad, White, Male,30, <=50K
30, Some-college, Black, Male,40, <=50K
48, HS-grad, White, Female,40, <=50K
73, HS-grad, White, Female,32, <=50K
25, 5th-6th, White, Male,40, <=50K
33, Masters, White, Male,40, >50K
36, HS-grad, White, Male,40, <=50K
28, HS-grad, White, Male,40, <=50K
57, HS-grad, White, Female,40, <=50K
31, Some-college, Black, Female,40, <=50K
35, 9th, Amer-Indian-Eskimo, Male,38, <=50K
40, HS-grad, Black, Female,48, <=50K
32, Some-college, White, Female,40, <=50K
35, Bachelors, White, Male,40, <=50K
26, HS-grad, Black, Female,40, <=50K
27, Some-college, White, Female,40, <=50K
17, 10th, White, Female,18, <=50K
29, Some-college, White, Female,40, <=50K
18, 11th, White, Female,30, <=50K
20, Some-college, White, Male,30, <=50K
69, HS-grad, White, Male,24, <=50K
18, Some-college, White, Female,40, <=50K
56, HS-grad, Black, Female,40, <=50K
40, Some-college, White, Female,8, <=50K
46, Some-college, White, Male,40, <=50K
41, 12th, Black, Male,40, <=50K
53, Some-college, White, Female,40, <=50K
50, Masters, White, Male,50, >50K
23, 11th, White, Male,50, <=50K
40, Bachelors, White, Male,40, >50K
54, Some-college, White, Male,40, >50K
45, Some-college, White, Female,40, <=50K
53, HS-grad, Black, Male,40, >50K
17, 11th, White, Male,20, <=50K
50, Bachelors, White, Female,40, >50K
22, Bachelors, White, Male,25, <=50K
30, Bachelors, White, Male,40, <=50K
40, Bachelors, White, Male,40, <=50K
36, Masters, White, Male,40, <=50K
25, Assoc-acdm, White, Male,50, <=50K
29, HS-grad, White, Male,40, <=50K
29, Bachelors, White, Male,50, <=50K
22, Bachelors, White, Female,40, <=50K
56, Bachelors, Black, Female,50, <=50K
60, Masters, White, Male,40, >50K
37, HS-grad, White, Male,50, <=50K
53, 7th-8th, White, Female,40, <=50K
23, Some-college, White, Female,20, <=50K
18, HS-grad, White, Female,10, <=50K
36, Some-college, White, Female,45, <=50K
67, HS-grad, White, Male,50, >50K
31, HS-grad, White, Male,60, <=50K
26, Bachelors, White, Male,48, >50K
18, 11th, Asian-Pac-Islander, Female,20, <=50K
45, Masters, Black, Female,40, <=50K
64, 11th, White, Male,40, <=50K
26, HS-grad, White, Female,38, <=50K
53, Some-college, White, Female,40, <=50K
27, HS-grad, White, Male,28, <=50K
32, Some-college, Amer-Indian-Eskimo, Male,40, <=50K
49, HS-grad, White, Female,30, >50K
59, 10th, White, Male,40, >50K
44, Masters, White, Male,55, >50K
61, HS-grad, White, Male,60, <=50K
41, HS-grad, White, Female,40, <=50K
46, HS-grad, White, Female,37, <=50K
32, HS-grad, White, Male,40, <=50K
29, HS-grad, White, Female,35, <=50K
48, Masters, White, Male,40, <=50K
32, Some-college, White, Female,30, <=50K
21, HS-grad, White, Female,35, <=50K
50, Prof-school, White, Male,50, >50K
44, Masters, White, Male,44, >50K
51, HS-grad, White, Female,40, <=50K
42, HS-grad, White, Male,40, >50K
27, Bachelors, White, Female,40, <=50K
70, HS-grad, White, Male,3, <=50K
33, HS-grad, White, Female,40, <=50K
65, HS-grad, White, Male,60, >50K
39, Masters, White, Male,40, <=50K
32, HS-grad, White, Male,40, <=50K
30, Some-college, White, Female,40, <=50K
43, Some-college, White, Male,40, <=50K
31, 9th, White, Male,40, <=50K
64, Bachelors, Black, Female,40, <=50K
37, Some-college, Other, Male,52, <=50K
49, HS-grad, White, Male,40, <=50K
29, 11th, White, Male,48, <=50K
35, HS-grad, White, Male,40, <=50K
37, Assoc-acdm, White, Male,45, <=50K
42, Masters, White, Male,50, >50K
21, Some-college, White, Male,40, <=50K
23, Assoc-acdm, White, Male,40, <=50K
35, HS-grad, Black, Female,40, <=50K
29, Assoc-voc, White, Male,40, >50K
23, Some-college, White, Female,25, <=50K
21, Some-college, White, Female,20, <=50K
45, Bachelors, White, Male,40, <=50K
24, Bachelors, White, Male,50, <=50K
38, HS-grad, White, Male,50, <=50K
28, 10th, White, Female,38, <=50K
23, HS-grad, White, Female,48, <=50K
39, Bachelors, Asian-Pac-Islander, Male,60, <=50K
45, Masters, White, Male,50, >50K
68, Assoc-acdm, White, Female,43, <=50K
60, Assoc-voc, White, Male,40, >50K
38, Doctorate, White, Female,40, >50K
41, 12th, Black, Male,40, <=50K
48, HS-grad, White, Male,40, <=50K
33, HS-grad, White, Male,40, <=50K
48, Assoc-voc, White, Male,40, <=50K
23, Some-college, White, Female,20, <=50K
26, 9th, White, Male,45, <=50K
55, Bachelors, White, Male,50, >50K
35, Masters, White, Male,75, <=50K
52, Some-college, White, Male,55, >50K
46, HS-grad, White, Female,38, <=50K
72, HS-grad, Asian-Pac-Islander, Male,1, <=50K
18, HS-grad, White, Female,30, <=50K
62, HS-grad, White, Male,40, <=50K
22, Some-college, White, Female,30, <=50K
40, Some-college, White, Female,40, >50K
26, Some-college, White, Male,50, <=50K
35, Assoc-acdm, Black, Female,36, <=50K
25, HS-grad, Asian-Pac-Islander, Female,40, <=50K
46, Assoc-voc, Black, Female,35, >50K
39, Bachelors, White, Male,50, >50K
41, Some-college, Black, Male,45, >50K
59, Bachelors, White, Male,40, >50K
37, HS-grad, White, Male,40, <=50K
38, Some-college, White, Male,43, <=50K
33, Bachelors, Asian-Pac-Islander, Male,40, <=50K
23, Assoc-acdm, White, Female,40, <=50K
67, Masters, White, Male,2, >50K
60, Bachelors, White, Female,48, >50K
39, Bachelors, White, Male,50, >50K
32, HS-grad, White, Male,60, >50K
26, Bachelors, White, Female,45, <=50K
39, HS-grad, White, Female,50, <=50K
28, Some-college, White, Female,40, <=50K
29, 11th, White, Female,52, <=50K
43, Assoc-voc, White, Male,50, <=50K
23, Some-college, White, Male,25, <=50K
32, Bachelors, White, Male,45, >50K
33, Some-college, White, Female,60, >50K
45, HS-grad, Black, Female,35, <=50K
48, HS-grad, White, Male,40, <=50K
43, Prof-school, White, Male,45, >50K
50, HS-grad, White, Male,40, >50K
63, Bachelors, White, Male,40, >50K
55, HS-grad, White, Male,40, >50K
22, Bachelors, White, Female,35, <=50K
32, HS-grad, White, Male,60, <=50K
27, Assoc-acdm, White, Male,55, <=50K
22, Bachelors, White, Female,15, <=50K
44, HS-grad, White, Male,68, <=50K
34, HS-grad, White, Female,40, <=50K
28, HS-grad, White, Female,40, <=50K
40, Masters, White, Female,24, >50K
45, Some-college, White, Male,55, <=50K
17, 10th, White, Male,15, <=50K
53, 12th, White, Male,45, <=50K
58, Assoc-acdm, White, Male,40, >50K
55, HS-grad, White, Male,35, <=50K
44, Assoc-voc, White, Male,44, <=50K
40, HS-grad, White, Male,30, <=50K
58, Masters, White, Male,50, <=50K
38, HS-grad, White, Male,40, >50K
62, 9th, Black, Female,22, <=50K
31, Assoc-voc, White, Male,38, <=50K
31, 11th, White, Male,40, <=50K
30, HS-grad, White, Male,45, <=50K
37, HS-grad, White, Female,40, <=50K
38, HS-grad, White, Male,40, <=50K
58, 12th, White, Male,40, <=50K
30, Bachelors, White, Male,50, >50K
28, Assoc-voc, White, Female,40, <=50K
46, Some-college, White, Female,70, <=50K
34, Bachelors, White, Female,40, <=50K
39, Some-college, White, Male,99, <=50K
61, Some-college, White, Female,20, <=50K
30, Assoc-voc, White, Female,40, <=50K
31, HS-grad, White, Female,40, <=50K
21, HS-grad, White, Male,40, <=50K
50, HS-grad, White, Male,58, <=50K
47, HS-grad, White, Male,33, <=50K
20, HS-grad, White, Male,40, <=50K
23, Bachelors, White, Female,30, <=50K
46, 1st-4th, White, Female,40, <=50K
20, HS-grad, White, Male,45, <=50K
33, Bachelors, White, Male,50, >50K
30, Some-college, White, Female,30, <=50K
43, Some-college, White, Female,40, <=50K
23, Some-college, White, Male,60, <=50K
34, Bachelors, White, Male,50, >50K
25, Some-college, White, Male,40, <=50K
50, HS-grad, White, Female,40, >50K
44, Masters, White, Female,24, >50K
26, Some-college, White, Female,40, <=50K
35, Doctorate, White, Female,80, >50K
48, HS-grad, White, Male,15, <=50K
26, HS-grad, Black, Male,40, <=50K
41, Masters, White, Female,40, <=50K
25, Bachelors, White, Male,40, <=50K
33, Assoc-voc, White, Female,55, <=50K
24, Bachelors, White, Female,40, <=50K
31, Bachelors, White, Female,40, <=50K
24, Assoc-acdm, White, Female,2, <=50K
41, 9th, White, Female,40, <=50K
38, Some-college, White, Male,45, <=50K
19, HS-grad, White, Male,40, <=50K
19, HS-grad, White, Male,40, <=50K
24, HS-grad, White, Male,40, <=50K
59, Bachelors, White, Male,40, <=50K
67, Masters, White, Male,55, >50K
49, 10th, Black, Male,40, <=50K
35, Assoc-voc, White, Male,40, >50K
44, Some-college, White, Male,45, >50K
58, Some-college, White, Male,40, >50K
22, Assoc-acdm, White, Male,60, <=50K
21, Some-college, White, Male,10, <=50K
50, Some-college, White, Male,50, <=50K
44, Assoc-acdm, White, Male,48, <=50K
36, Some-college, Amer-Indian-Eskimo, Male,40, <=50K
30, Some-college, White, Male,48, >50K
52, HS-grad, White, Male,40, >50K
35, HS-grad, White, Male,90, <=50K
48, Assoc-voc, White, Male,48, <=50K
23, HS-grad, White, Male,40, <=50K
37, Masters, White, Male,50, <=50K
44, Masters, White, Male,55, >50K
44, HS-grad, White, Male,50, >50K
36, Bachelors, White, Male,40, <=50K
26, Some-college, White, Male,12, <=50K
31, Bachelors, White, Male,45, >50K
23, HS-grad, Black, Male,12, <=50K
29, HS-grad, White, Male,50, <=50K
53, HS-grad, Black, Female,40, <=50K
52, Assoc-voc, White, Male,40, <=50K
55, HS-grad, White, Male,40, >50K
31, 10th, White, Male,40, <=50K
19, HS-grad, White, Female,16, <=50K
64, HS-grad, White, Female,30, <=50K
55, HS-grad, White, Male,40, <=50K
48, Masters, White, Male,55, >50K
20, HS-grad, White, Female,40, <=50K
50, HS-grad, White, Female,30, >50K
45, Bachelors, White, Male,51, <=50K
17, 10th, White, Male,10, <=50K
38, HS-grad, White, Female,25, <=50K
43, HS-grad, White, Female,40, >50K
22, HS-grad, White, Male,30, <=50K
63, HS-grad, White, Female,40, <=50K
36, Bachelors, White, Male,45, <=50K
56, Bachelors, White, Male,50, >50K
43, Prof-school, Black, Male,40, <=50K
41, Bachelors, White, Male,45, >50K
41, HS-grad, White, Female,40, <=50K
36, Bachelors, White, Male,45, <=50K
59, Doctorate, White, Male,50, >50K
46, Assoc-acdm, White, Male,44, >50K
23, Bachelors, White, Female,36, <=50K
46, Some-college, White, Male,20, <=50K
53, Bachelors, White, Male,40, >50K
47, HS-grad, Amer-Indian-Eskimo, Male,56, <=50K
46, Masters, White, Female,40, <=50K
47, HS-grad, White, Male,56, >50K
29, HS-grad, White, Male,30, >50K
32, Assoc-voc, White, Female,40, <=50K
90, HS-grad, White, Male,40, <=50K
63, Bachelors, White, Male,49, <=50K
23, Assoc-voc, Asian-Pac-Islander, Male,40, <=50K
76, Bachelors, White, Male,30, <=50K
23, Assoc-voc, White, Female,40, <=50K
44, Some-college, Other, Female,30, >50K
81, 10th, White, Female,28, <=50K
17, 10th, Black, Female,12, <=50K
56, Assoc-voc, White, Male,40, >50K
58, 10th, White, Male,40, <=50K
45, Bachelors, White, Male,45, >50K
25, HS-grad, White, Male,40, <=50K
36, Bachelors, Asian-Pac-Islander, Female,35, >50K
32, Assoc-voc, White, Female,24, >50K
25, HS-grad, White, Male,30, <=50K
29, Some-college, White, Male,40, >50K
23, HS-grad, White, Male,60, <=50K
41, Masters, White, Male,55, >50K
48, Bachelors, Black, Male,40, >50K
29, HS-grad, White, Male,60, <=50K
27, Masters, Asian-Pac-Islander, Male,20, <=50K
55, Some-college, White, Male,40, <=50K
30, 11th, Asian-Pac-Islander, Male,40, <=50K
45, Some-college, Black, Female,40, <=50K
50, HS-grad, White, Male,40, <=50K
22, HS-grad, White, Male,50, <=50K
80, HS-grad, Amer-Indian-Eskimo, Female,32, <=50K
30, HS-grad, White, Male,44, <=50K
20, Some-college, White, Female,20, <=50K
29, HS-grad, White, Male,35, <=50K
56, Some-college, White, Male,40, <=50K
63, Bachelors, White, Male,40, <=50K
20, HS-grad, White, Male,40, <=50K
38, HS-grad, Black, Female,40, <=50K
31, HS-grad, White, Male,40, <=50K
21, Some-college, White, Male,35, <=50K
47, 10th, White, Male,46, >50K
25, Bachelors, Asian-Pac-Islander, Female,40, <=50K
31, Some-college, Black, Female,38, <=50K
28, HS-grad, White, Female,40, <=50K
38, HS-grad, White, Male,99, <=50K
30, Bachelors, White, Male,40, <=50K
39, HS-grad, White, Male,40, >50K
27, Bachelors, White, Female,36, <=50K
26, Some-college, White, Female,40, <=50K
47, HS-grad, White, Female,40, <=50K
27, HS-grad, White, Male,50, <=50K
43, Some-college, Other, Male,32, <=50K
32, Bachelors, White, Male,55, <=50K
20, Some-college, Asian-Pac-Islander, Male,30, <=50K
21, 12th, Black, Female,20, <=50K
32, Assoc-voc, White, Male,40, <=50K
37, Assoc-voc, Black, Male,48, <=50K
45, HS-grad, Asian-Pac-Islander, Male,40, <=50K
37, Assoc-acdm, White, Male,40, >50K
54, 9th, White, Female,15, <=50K
24, Bachelors, White, Male,25, <=50K
28, 11th, White, Male,30, <=50K
23, Some-college, White, Male,40, <=50K
54, HS-grad, White, Male,40, <=50K
40, HS-grad, White, Male,40, >50K
38, Some-college, White, Male,48, >50K
71, 10th, White, Male,40, <=50K
51, Some-college, White, Female,40, <=50K
52, Some-college, White, Male,5, <=50K
30, Bachelors, White, Female,40, <=50K
34, HS-grad, White, Male,40, >50K
38, 10th, White, Female,40, <=50K
43, Assoc-voc, White, Female,40, >50K
43, 11th, White, Male,42, <=50K
36, Some-college, Black, Male,40, >50K
24, Some-college, White, Female,40, <=50K
29, 1st-4th, Asian-Pac-Islander, Male,40, <=50K
55, 10th, Black, Female,40, <=50K
51, Masters, White, Male,60, >50K
43, HS-grad, Amer-Indian-Eskimo, Female,40, <=50K
28, HS-grad, White, Male,40, <=50K
54, Assoc-acdm, White, Male,45, <=50K
47, Some-college, White, Male,40, >50K
47, Bachelors, White, Male,55, >50K
47, Some-college, White, Male,57, >50K
38, Some-college, White, Female,35, <=50K
60, 5th-6th, White, Male,40, <=50K
